yaw, pitch, roll,time,activity,,,,,,,,,,,,,,,,,,,,,windows,,,zigzag,,,,
0,163.42,107.48,0,windows,,,,,,,,,,,,,,,,,,,,,60.49,-38.35,,175.76,113.62,-149.68,0,zigzag
0,142.99,109.73,0,windows,,,,,,,,,,,,,,,,,,,,,64.46,-59.84,,142.52,96.93,-148.18,0,zigzag
0,129.69,96.47,0,windows,,,,,,,,,,,,,,,,,,,,,77.82,-56.24,,25.74,84.02,12.27,0,zigzag
0,58.31,77.89,0,windows,,,,,,,,,,,,,,,,,,,,,77.4,-8.83,,179.15,107.92,-139.36,0,zigzag
0,62.24,50.85,0,windows,,,,,,,,,,,,,,,,,,,,,57.92,4.12,,-176.95,120.49,-142.68,0,zigzag
0,58.65,14.49,0,windows,,,,,,,,,,,,,,,,,,,,,50.19,-18.34,,179.42,122.69,-146.81,0,zigzag
0,49.87,8.58,0,windows,,,,,,,,,,,,,,,,,,,,,53.98,-43.68,,179.27,96.59,-145.16,0,zigzag
0,24.84,11.52,0,windows,,,,,,,,,,,,,,,,,,,,,69.3,-50.66,,-114.42,94.2,-94.93,0,zigzag
0,161.42,104.48,0,windows,,,,,,,,,,,,,,,,,,,,,54.78,1.35,,-172.48,108.82,-139.07,0,zigzag
0,147.99,106.73,0,windows,,,,,,,,,,,,,,,,,,,,,50.61,-1.95,,167.19,100.4,-127.42,0,zigzag
0,126.69,100.47,0,windows,,,,,,,,,,,,,,,,,,,,,50.3,-16.98,,25.05,73.24,11.07,0,zigzag
0,60.31,79.89,0,windows,,,,,,,,,,,,,,,,,,,,,53.91,-33.73,,8.44,84.32,-24.57,0,zigzag
0,65.24,52.85,0,windows,,,,,,,,,,,,,,,,,,,,,66.27,-36.31,,-164.02,106.67,-128.84,0,zigzag
0,61.65,17.49,0,windows,,,,,,,,,,,,,,,,,,,,,73.74,-9.71,,-168.62,113.26,-135.76,0,zigzag
0,45.87,7.58,0,windows,,,,,,,,,,,,,,,,,,,,,55.85,9.44,,-176.53,102,-134.32,0,zigzag
0,23.84,11.52,0,windows,,,,,,,,,,,,,,,,,,,,,30.16,12.94,,18.09,70.08,20.55,0,zigzag
0,164.42,105.48,0,windows,,,,,,,,,,,,,,,,,,,,,55.44,-14.11,,169.42,115.75,-145.5,0,zigzag
0,142.99,106.73,0,windows,,,,,,,,,,,,,,,,,,,,,51.8,-26.3,,155.76,111.1,-144.96,0,zigzag
0,131.69,98.47,0,windows,,,,,,,,,,,,,,,,,,,,,51.42,-52.06,,46.24,78.49,-3.44,0,zigzag
0,59.31,79.89,0,windows,,,,,,,,,,,,,,,,,,,,,61.58,-67.5,,54.65,83.48,-53.01,0,zigzag
0,66.24,49.85,0,windows,,,,,,,,,,,,,,,,,,,,,73,-71.01,,164.4,110.53,-137.11,0,zigzag
0,61.65,17.49,0,windows,,,,,,,,,,,,,,,,,,,,,69.76,-21.58,,171.55,122.27,-144.1,0,zigzag
